id,name,country_code,country,hand,age,url,date_accessed
27281,TURCAN Anastasia,MDA,MOLDOVA,Right,26,https://fie.org/athletes/27281,13/05/2021 21:34
39579,ANDREYENKA Yana,BLR,BELARUS,Right,20,https://fie.org/athletes/39579,13/05/2021 21:52
35484,DO Thi Anh,VIE,VIETNAM,Right,25,https://fie.org/athletes/35484,13/05/2021 21:34
37537,HAJAS Nora,HUN,HUNGARY,Right,20,https://fie.org/athletes/37537,13/05/2021 21:44
37569,KAKENOVA Dana,KAZ,KAZAKHSTAN,Right,22,https://fie.org/athletes/37569,13/05/2021 21:44
43714,KOZAEVA Polina,RUS,RUSSIA,Right,19,https://fie.org/athletes/43714,13/05/2021 21:34
43715,RASSOLOVA Valeriya,RUS,RUSSIA,Right,18,https://fie.org/athletes/43715,13/05/2021 21:34
37580,GULIK Anastassiya,KAZ,KAZAKHSTAN,Right,23,https://fie.org/athletes/37580,13/05/2021 21:44
43734,SEDLAKOVA Isabela,CZE,CZECH REPUBLIC,Right,17,https://fie.org/athletes/43734,13/05/2021 21:34
35564,ESTEBAN Maxine Isabel,PHI,PHILIPPINES,Right,20,https://fie.org/athletes/35564,13/05/2021 21:34
37621,SANTHOSH GEETHA Aarcha,IND,INDIA,Left,23,https://fie.org/athletes/37621,13/05/2021 21:44
27410,GONG Yu,CHN,CHINA,Right,25,https://fie.org/athletes/27410,13/05/2021 21:35
37660,KAJAL Kajal,IND,INDIA,Right,21,https://fie.org/athletes/37660,13/05/2021 21:45
45871,TORTELOTTI Lucia,ITA,ITALY,Left,18,https://fie.org/athletes/45871,13/05/2021 21:45
52040,CHUSID Renata,USA,USA,Left,18,https://fie.org/athletes/52040,13/05/2021 21:35
33609,WONG Tatiana Yu Rong,SGP,SINGAPORE,Left,22,https://fie.org/athletes/33609,13/05/2021 21:22
33614,BERTHIER Amita,SGP,SINGAPORE,Left,20,https://fie.org/athletes/33614,13/05/2021 21:22
37710,LEE Anna,IRL,IRELAND,Right,22,https://fie.org/athletes/37710,13/05/2021 21:45
15200,LYCZBINSKA Marta,POL,POLAND,Right,31,https://fie.org/athletes/15200,13/05/2021 21:53
37729,KUAN Yu Ching,HKG,HONG KONG- CHINA,Right,21,https://fie.org/athletes/37729,13/05/2021 21:45
45927,MURALIDHARAN Mayuri,AUS,AUSTRALIA,Right,17,https://fie.org/athletes/45927,13/05/2021 21:45
33647,TOMCZAK Renata,POL,POLAND,Right,21,https://fie.org/athletes/33647,13/05/2021 21:22
41843,JEGLINSKA Aleksandra,POL,POLAND,Left,21,https://fie.org/athletes/41843,13/05/2021 21:22
43910,CATANTAN Samantha Kyle,PHI,PHILIPPINES,Right,19,https://fie.org/athletes/43910,13/05/2021 21:36
41862,FAVARETTO Martina,ITA,ITALY,Right,19,https://fie.org/athletes/41862,13/05/2021 21:22
48015,FANG Sabrina,CAN,CANADA,Right,15,https://fie.org/athletes/48015,13/05/2021 21:53
31632,CHART Yvonne,GBR,GREAT BRITAIN,Right,24,https://fie.org/athletes/31632,13/05/2021 21:53
33691,LACHMAN Katarzyna,POL,POLAND,Right,24,https://fie.org/athletes/33691,13/05/2021 21:22
52127,BRADFORD Meeah,JAM,JAMAICA,Right,16,https://fie.org/athletes/52127,13/05/2021 21:36
45986,WIECZOREK Aleksandra,POL,POLAND,Right,18,https://fie.org/athletes/45986,13/05/2021 21:46
45987,VICENTE Natalia,ESP,SPAIN,Right,20,https://fie.org/athletes/45987,13/05/2021 21:46
45990,PRYTKOVA Arina,RUS,RUSSIA,Right,19,https://fie.org/athletes/45990,13/05/2021 21:46
41901,HANZL Lilla Zsofia,HUN,HUNGARY,Right,20,https://fie.org/athletes/41901,13/05/2021 21:22
48053,FENGER Filippa Dybdal,DEN,DENMARK,Right,18,https://fie.org/athletes/48053,13/05/2021 21:53
41911,ZSOLDOSI Karolina,HUN,HUNGARY,Left,19,https://fie.org/athletes/41911,13/05/2021 21:23
15289,LIU Yan Wai,HKG,HONG KONG- CHINA,Right,31,https://fie.org/athletes/15289,13/05/2021 21:53
46017,VIDAL Alice,FRA,FRANCE,Right,27,https://fie.org/athletes/46017,13/05/2021 21:46
25539,ABE Hiromi,JPN,JAPAN,Right,31,https://fie.org/athletes/25539,13/05/2021 21:23
37833,LEE Hee Jin,KOR,KOREA,Left,21,https://fie.org/athletes/37833,13/05/2021 21:46
41934,CANDIANI Vittoria,ITA,ITALY,Right,22,https://fie.org/athletes/41934,13/05/2021 21:23
41956,TOFFOLON Giuditta Camilla,ITA,ITALY,Right,21,https://fie.org/athletes/41956,13/05/2021 21:23
48101,KOSTER Tessa,NED,NETHERLANDS,Right,17,https://fie.org/athletes/48101,13/05/2021 21:53
48102,JANS KOHNEKE Maria,NED,NETHERLANDS,Right,17,https://fie.org/athletes/48102,13/05/2021 21:53
33779,TOTH Janka,HUN,HUNGARY,Right,22,https://fie.org/athletes/33779,13/05/2021 21:23
37879,TSIBIROVA Kamilla,RUS,RUSSIA,Right,23,https://fie.org/athletes/37879,13/05/2021 21:46
50172,TALAVERA Daena Louise,PHI,PHILIPPINES,Right,16,https://fie.org/athletes/50172,13/05/2021 21:23
17406,MULLINS Philippa,GBR,GREAT BRITAIN,Right,31,https://fie.org/athletes/17406,13/05/2021 21:23
33791,LI Karina,CAN,CANADA,Right,21,https://fie.org/athletes/33791,13/05/2021 21:23
41985,FEKETE Hanga Barbara,HUN,HUNGARY,Right,18,https://fie.org/athletes/41985,13/05/2021 21:23
37901,PARPIEVA Madinabonu,UZB,UZBEKISTAN,Right,21,https://fie.org/athletes/37901,13/05/2021 21:46
37904,ILYOSOVA Umida,UZB,UZBEKISTAN,Left,22,https://fie.org/athletes/37904,13/05/2021 21:46
25627,ABOU JAOUDEH Rita,LBN,LEBANON,Right,27,https://fie.org/athletes/25627,13/05/2021 21:23
33825,WONG Maxine Jie Xin,SGP,SINGAPORE,Left,20,https://fie.org/athletes/33825,13/05/2021 21:23
29761,RENTIER Eline,NED,NETHERLANDS,Right,25,https://fie.org/athletes/29761,13/05/2021 21:46
33872,MAGYAR Petra,ROU,ROMANIA,Right,26,https://fie.org/athletes/33872,13/05/2021 21:23
48216,MEDELSKA Barbora,SVK,SLOVAKIA,Right,21,https://fie.org/athletes/48216,13/05/2021 21:53
48219,GENOVESE Ludovica,ITA,ITALY,Right,19,https://fie.org/athletes/48219,13/05/2021 21:53
35935,SIRBU Teodora,ROU,ROMANIA,Right,22,https://fie.org/athletes/35935,13/05/2021 21:37
35937,SAVEANU Anca,ROU,ROMANIA,Right,21,https://fie.org/athletes/35937,13/05/2021 21:37
35939,GHEORGHE Andreea,ROU,ROMANIA,Right,19,https://fie.org/athletes/35939,13/05/2021 21:37
46190,FERRARI Carlotta,ITA,ITALY,Right,17,https://fie.org/athletes/46190,13/05/2021 21:46
48239,TOLGYESI Zsofia,HUN,HUNGARY,Right,18,https://fie.org/athletes/48239,13/05/2021 21:53
40049,KUNSTEK MEJIA Dragica Alejandra,BOL,BOLIVIA,Right,25,https://fie.org/athletes/40049,13/05/2021 21:53
17524,SENYUTA Alexandra,UKR,UKRAINE,Left,30,https://fie.org/athletes/17524,13/05/2021 21:23
5245,VAN ERVEN GARCIA Saskia Loretta,COL,COLOMBIA,Right,33,https://fie.org/athletes/5245,13/05/2021 21:46
50304,SUTAR Jyoti Arun,IND,INDIA,Right,22,https://fie.org/athletes/50304,13/05/2021 21:23
44162,TAN Helen,USA,USA,Right,18,https://fie.org/athletes/44162,13/05/2021 21:37
46219,DIAZ MARTINEZ Maria Alejandra,COL,COLOMBIA,Right,22,https://fie.org/athletes/46219,13/05/2021 21:47
46222,MAK Tinney,CAN,CANADA,Right,17,https://fie.org/athletes/46222,13/05/2021 21:47
27792,ROSALES Kusi,PER,PERU,Right,31,https://fie.org/athletes/27792,13/05/2021 21:37
48276,DUMITRU Amalia,ROU,ROMANIA,Right,17,https://fie.org/athletes/48276,13/05/2021 21:54
48277,BRICIU Anne Marie,ROU,ROMANIA,Right,17,https://fie.org/athletes/48277,13/05/2021 21:54
21661,ZAMBO-GOLYA Fruzsina,HUN,HUNGARY,Right,27,https://fie.org/athletes/21661,13/05/2021 21:47
42142,MIRONIUK Dariia,UKR,UKRAINE,Right,19,https://fie.org/athletes/42142,13/05/2021 21:24
36002,DEVORE Delphine,USA,USA,Right,20,https://fie.org/athletes/36002,13/05/2021 21:38
46253,PODSTATZKY Oktavia,AUT,AUSTRIA,Right,20,https://fie.org/athletes/46253,13/05/2021 21:47
40109,VAABEN Naja,DEN,DENMARK,Left,20,https://fie.org/athletes/40109,13/05/2021 21:54
48301,BAZHLEKOVA Silvia,BUL,BULGARIA,Right,18,https://fie.org/athletes/48301,13/05/2021 21:54
40116,ABOU JAOUDE Marie Joe,LBN,LEBANON,Right,19,https://fie.org/athletes/40116,13/05/2021 21:54
46261,STOYKOVA Kalina,BUL,BULGARIA,Left,18,https://fie.org/athletes/46261,13/05/2021 21:47
44247,THONGCHAMPA Ploypailin,THA,THAILAND,Left,24,https://fie.org/athletes/44247,13/05/2021 21:38
46297,SEDKY Mariam,EGY,EGYPT,Left,19,https://fie.org/athletes/46297,13/05/2021 21:47
17630,CINI Chiara,ITA,ITALY,Left,30,https://fie.org/athletes/17630,13/05/2021 21:24
46310,KOLODZIEJCZYK Malwina,POL,POLAND,Right,17,https://fie.org/athletes/46310,13/05/2021 21:47
44264,COUZOFF Amalia,GBR,GREAT BRITAIN,Right,36,https://fie.org/athletes/44264,13/05/2021 21:38
25834,HAMPEL Eva,GER,GERMANY,Left,28,https://fie.org/athletes/25834,13/05/2021 21:24
36075,CUATECATL Dulce,MEX,MEXICO,Right,27,https://fie.org/athletes/36075,13/05/2021 21:38
38125,WU Peilin,CHN,CHINA,Right,25,https://fie.org/athletes/38125,13/05/2021 21:47
48370,PANES Mirza,MEX,MEXICO,Right,27,https://fie.org/athletes/48370,13/05/2021 21:54
38144,CLARKE Freya,AUS,AUSTRALIA,Right,21,https://fie.org/athletes/38144,13/05/2021 21:47
44296,BORELLA Laura,ITA,ITALY,Right,19,https://fie.org/athletes/44296,13/05/2021 21:38
17678,HAUSMAN Marta,POL,POLAND,Right,28,https://fie.org/athletes/17678,13/05/2021 21:24
25906,KAFI Negin,IRI,IRAN,Right,27,https://fie.org/athletes/25906,13/05/2021 21:24
32053,BERTHIER Aarya,SGP,SINGAPORE,Right,22,https://fie.org/athletes/32053,13/05/2021 21:55
38205,BEATTIE Keziah,IRL,IRELAND,Right,22,https://fie.org/athletes/38205,13/05/2021 21:47
13634,HATUEL Smadar,ISR,ISRAEL,Right,33,https://fie.org/athletes/13634,13/05/2021 21:47
21828,ZEISS Madison,USA,USA,Right,27,https://fie.org/athletes/21828,13/05/2021 21:47
32078,BRAUN Julia,GER,GERMANY,Right,24,https://fie.org/athletes/32078,13/05/2021 21:55
50514,SAFARIC Tina,SLO,SLOVENIA,Right,22,https://fie.org/athletes/50514,13/05/2021 21:24
48472,SENKUL Dilay,TUR,TURKEY,Right,18,https://fie.org/athletes/48472,13/05/2021 21:55
48473,DEMIRHAN Eda Feride,TUR,TURKEY,Right,17,https://fie.org/athletes/48473,13/05/2021 21:55
46426,ZIYAKHODJAEVA Lolita,UZB,UZBEKISTAN,Right,21,https://fie.org/athletes/46426,13/05/2021 21:48
40293,FIGUEREDO SIERRA Maria Jose,COL,COLOMBIA,Right,19,https://fie.org/athletes/40293,13/05/2021 21:55
42346,ERHARDT Maike,GER,GERMANY,Right,20,https://fie.org/athletes/42346,13/05/2021 21:24
34161,MATRASZEK Veronika Viktorie,CZE,CZECH REPUBLIC,Right,23,https://fie.org/athletes/34161,13/05/2021 21:24
40309,ALHOSANI Latifa,UAE,UNITED ARAB EMIRATES,Right,20,https://fie.org/athletes/40309,13/05/2021 21:55
48502,KNOWLES Alice,GBR,GREAT BRITAIN,Right,18,https://fie.org/athletes/48502,13/05/2021 21:55
40310,ALBREIKI Noora,UAE,UNITED ARAB EMIRATES,Right,19,https://fie.org/athletes/40310,13/05/2021 21:55
28025,DICKSON Chloe,GBR,GREAT BRITAIN,Left,25,https://fie.org/athletes/28025,13/05/2021 21:38
42363,DHUIQUE-HEIN Aliya,GER,GERMANY,Left,19,https://fie.org/athletes/42363,13/05/2021 21:24
46460,VENAN BARNABO Fiona,CRC,COSTA RICA,Right,17,https://fie.org/athletes/46460,13/05/2021 21:48
30084,MESTERI Viktoria,HUN,HUNGARY,Left,24,https://fie.org/athletes/30084,13/05/2021 21:48
48517,CANTALUPPI Giulia,ITA,ITALY,Right,21,https://fie.org/athletes/48517,13/05/2021 21:55
46482,BRILLA ARAYA Anghella,CRC,COSTA RICA,Right,20,https://fie.org/athletes/46482,13/05/2021 21:48
28068,ENRIGHT Irene,FIN,FINLAND,Right,44,https://fie.org/athletes/28068,13/05/2021 21:38
48555,ANASCHENKOVA Vitalina,RUS,RUSSIA,Right,19,https://fie.org/athletes/48555,13/05/2021 21:55
46515,TORRES Jimena,MEX,MEXICO,Right,16,https://fie.org/athletes/46515,13/05/2021 21:48
50615,CIRIL RAJDEV Maria Akshita,IND,INDIA,Right,20,https://fie.org/athletes/50615,13/05/2021 21:24
36280,SAUCEDO Kenia,GUA,GUATEMALA,Right,20,https://fie.org/athletes/36280,13/05/2021 21:39
33442,FOSU Yasmine,GHA,GHANA,Right,21,https://fie.org/athletes/33442,13/05/2021 21:21
42444,GOROBET Ecaterina,MDA,MOLDOVA,Right,20,https://fie.org/athletes/42444,13/05/2021 21:25
39024,GYIURKAN Judit,HUN,HUNGARY,Right,55,https://fie.org/athletes/39024,13/05/2021 21:50
20749,ZOPPKE Christine,GER,GERMANY,Left,54,https://fie.org/athletes/20749,13/05/2021 21:43
31372,ELIN Dominique,FRA,FRANCE,Right,62,https://fie.org/athletes/31372,13/05/2021 21:52
31389,BORN Grace,CAN,CANADA,Right,62,https://fie.org/athletes/31389,13/05/2021 21:52
31424,ALEKSANDROVA Olga,RUS,RUSSIA,Right,60,https://fie.org/athletes/31424,13/05/2021 21:52
35696,OISHI Emiko,JPN,JAPAN,Right,57,https://fie.org/athletes/35696,13/05/2021 21:35
35704,SAFRONOVA Galina,RUS,RUSSIA,Left,57,https://fie.org/athletes/35704,13/05/2021 21:35
29588,CAMERIN Margherita,ITA,ITALY,Right,61,https://fie.org/athletes/29588,13/05/2021 21:45
27761,SELTENHAMMER Enrica,AUT,AUSTRIA,Right,61,https://fie.org/athletes/27761,13/05/2021 21:37
44195,YAHYA Anis Sabrina,BRU,BRUNEI DARUSSALAM,Right,23,https://fie.org/athletes/44195,13/05/2021 21:38
40308,KHARRAM Shahad,UAE,UNITED ARAB EMIRATES,Right,19,https://fie.org/athletes/40308,13/05/2021 21:55
1522,JORDAN Harriet,AUS,AUSTRALIA,Right,55,https://fie.org/athletes/1522,13/05/2021 21:25
44814,MITSUI Ayako,JPN,JAPAN,Right,54,https://fie.org/athletes/44814,13/05/2021 21:40
38812,CALDERON CASTILLO Valeria,CRC,COSTA RICA,Right,21,https://fie.org/athletes/38812,13/05/2021 21:49
164,SOPRU Coraine,AUS,AUSTRALIA,Right,73,https://fie.org/athletes/164,13/05/2021 21:20
33327,UFF Susan,GBR,GREAT BRITAIN,Left,72,https://fie.org/athletes/33327,13/05/2021 21:21
16948,BUNN Irina,GER,GERMANY,Right,81,https://fie.org/athletes/16948,13/05/2021 21:21
41604,SCHWARZ Sandra,AUS,AUSTRALIA,Right,73,https://fie.org/athletes/41604,13/05/2021 21:21
2918,LEPELTIER Marie-Josephe,FRA,FRANCE,Right,72,https://fie.org/athletes/2918,13/05/2021 21:35
2939,MARTIN Brigitte,FRA,FRANCE,Right,76,https://fie.org/athletes/2939,13/05/2021 21:36
11200,KITAMI Motoko,JPN,JAPAN,Right,79,https://fie.org/athletes/11200,13/05/2021 21:36
11202,DEMAILLE Marie Chantal,FRA,FRANCE,Left,79,https://fie.org/athletes/11202,13/05/2021 21:36
3029,SCHIRMER Martine,FRA,FRANCE,Right,73,https://fie.org/athletes/3029,13/05/2021 21:36
11254,GARDINI Iris,ITA,ITALY,Right,72,https://fie.org/athletes/11254,13/05/2021 21:36
3565,GREUNKE Brigitte,GER,GERMANY,Right,79,https://fie.org/athletes/3565,13/05/2021 21:39
44807,CHANNING Oksun Gemin,USA,USA,Left,73,https://fie.org/athletes/44807,13/05/2021 21:40
3894,WEST Heidrun,GER,GERMANY,Right,74,https://fie.org/athletes/3894,13/05/2021 21:40
14212,SILVA Paula,CHI,CHILE,Right,32,https://fie.org/athletes/14212,13/05/2021 21:49
47986,NISHIOKA Yoko,JPN,JAPAN,Right,53,https://fie.org/athletes/47986,13/05/2021 21:53
48011,HOPPE Cornelia,GER,GERMANY,Right,52,https://fie.org/athletes/48011,13/05/2021 21:53
48086,SHIMADA Asako,JPN,JAPAN,Right,52,https://fie.org/athletes/48086,13/05/2021 21:53
25629,HALE Caron,GBR,GREAT BRITAIN,Right,62,https://fie.org/athletes/25629,13/05/2021 21:23
1697,TANZMEISTER Dorothea,AUT,AUSTRIA,Right,52,https://fie.org/athletes/1697,13/05/2021 21:25
8941,LANGTON Marguerite,RSA,SOUTH AFRICA,Right,75,https://fie.org/athletes/8941,13/05/2021 21:22
31001,JURADO SALAZAR Daniela,CRC,COSTA RICA,Right,24,https://fie.org/athletes/31001,13/05/2021 21:51
27267,GOGLIDZE Teona,GEO,GEORGIA,Right,24,https://fie.org/athletes/27267,13/05/2021 21:34
35469,VILLALOBOS ABRAHAMS Dione,CRC,COSTA RICA,Left,21,https://fie.org/athletes/35469,13/05/2021 21:34
39445,BABAEVA Sevil,GBR,GREAT BRITAIN,Right,20,https://fie.org/athletes/39445,13/05/2021 21:52
36377,KULAEVA Bella,RUS,RUSSIA,Right,23,https://fie.org/athletes/36377,13/05/2021 21:39
32300,RIVERA ROID Melanie,PUR,PUERTO RICO,Right,24,https://fie.org/athletes/32300,13/05/2021 21:55
32301,RIVERA ROIG Alanis,PUR,PUERTO RICO,Left,22,https://fie.org/athletes/32301,13/05/2021 21:55
40498,SEMENOVA Anastasia,RUS,RUSSIA,Right,21,https://fie.org/athletes/40498,13/05/2021 21:55
33846,PACELLI Maria Teresa,ITA,ITALY,Right,22,https://fie.org/athletes/33846,13/05/2021 21:23
8790,ROCHEL Tais,BRA,BRAZIL,Left,37,https://fie.org/athletes/8790,13/05/2021 21:21
41562,VOESTE Mara Sofie,GER,GERMANY,Right,19,https://fie.org/athletes/41562,13/05/2021 21:21
36446,VLEUGELS Ezra,BEL,BELGIUM,Left,23,https://fie.org/athletes/36446,13/05/2021 21:39
36448,MAGERAS Finnula,IRL,IRELAND,Right,23,https://fie.org/athletes/36448,13/05/2021 21:39
36451,FERON Johanna,GER,GERMANY,Right,20,https://fie.org/athletes/36451,13/05/2021 21:39
36452,WEINER Kari,GER,GERMANY,Right,21,https://fie.org/athletes/36452,13/05/2021 21:39
36453,UELTGESFORTH Pia,GER,GERMANY,Right,22,https://fie.org/athletes/36453,13/05/2021 21:39
36454,KIRSCH Anne,GER,GERMANY,Right,21,https://fie.org/athletes/36454,13/05/2021 21:39
32372,FILBY Sarah,CAN,CANADA,Right,22,https://fie.org/athletes/32372,13/05/2021 21:56
38012,ZEVALLOS Laura,PER,PERU,Right,26,https://fie.org/athletes/38012,13/05/2021 21:46
35456,ESCOBAR ZAPATA Paula Andrea,COL,COLOMBIA,Right,30,https://fie.org/athletes/35456,13/05/2021 21:34
40067,ELIZONDO Isabelle,USA,USA,Left,22,https://fie.org/athletes/40067,13/05/2021 21:54
36485,KLEINER Elyssa,USA,USA,Right,24,https://fie.org/athletes/36485,13/05/2021 21:39
34449,ROSSINI Serena,ITA,ITALY,Right,22,https://fie.org/athletes/34449,13/05/2021 21:25
18071,PRESCOD Nzingha,USA,USA,Right,28,https://fie.org/athletes/18071,13/05/2021 21:25
31902,ZUROWSKA Beata,POL,POLAND,Right,23,https://fie.org/athletes/31902,13/05/2021 21:54
42145,GULIAEVA Mariya,RUS,RUSSIA,Right,21,https://fie.org/athletes/42145,13/05/2021 21:24
42152,ENGELKE Isabelle,SWE,SWEDEN,Right,21,https://fie.org/athletes/42152,13/05/2021 21:24
36522,STEPHAN Mona,GER,GERMANY,Right,22,https://fie.org/athletes/36522,13/05/2021 21:39
31414,BILODEAU Ariane,CAN,CANADA,Right,23,https://fie.org/athletes/31414,13/05/2021 21:52
34492,SORIANO Marie,FRA,FRANCE,Right,22,https://fie.org/athletes/34492,13/05/2021 21:25
38598,VIQUEIRA Marissa,USA,USA,Right,21,https://fie.org/athletes/38598,13/05/2021 21:49
21197,HIDALGO HERRERA Elizabeyh,CUB,CUBA,Right,32,https://fie.org/athletes/21197,13/05/2021 21:44
33489,MOINDROT-ZILLIOX Naomi,CAN,CANADA,Left,22,https://fie.org/athletes/33489,13/05/2021 21:22
36563,KADYROVA Mirgul,RUS,RUSSIA,Right,24,https://fie.org/athletes/36563,13/05/2021 21:40
38114,CAMPBELL Alice,GBR,GREAT BRITAIN,Left,20,https://fie.org/athletes/38114,13/05/2021 21:47
32483,DUCHESNE Marie,FRA,FRANCE,Left,23,https://fie.org/athletes/32483,13/05/2021 21:56
41706,NEWTON-HUGHES Phoebe,GBR,GREAT BRITAIN,Right,20,https://fie.org/athletes/41706,13/05/2021 21:22
36589,AVCI Gokce Su,TUR,TURKEY,Right,22,https://fie.org/athletes/36589,13/05/2021 21:40
36591,GULEN Fatmanur,TUR,TURKEY,Right,22,https://fie.org/athletes/36591,13/05/2021 21:40
36596,PAPPONE Arianna,ITA,ITALY,Left,22,https://fie.org/athletes/36596,13/05/2021 21:40
10997,GARCIA AZUA Barbara,CHI,CHILE,Left,33,https://fie.org/athletes/10997,13/05/2021 21:35
34045,KINZEL Josefin,GER,GERMANY,Right,23,https://fie.org/athletes/34045,13/05/2021 21:24
40729,GILL Isabella,GBR,GREAT BRITAIN,Right,21,https://fie.org/athletes/40729,13/05/2021 21:56
38685,HOPPS Artemis,CAN,CANADA,Right,20,https://fie.org/athletes/38685,13/05/2021 21:49
32547,GRIMAN Maria,VEN,VENEZUELA,Left,25,https://fie.org/athletes/32547,13/05/2021 21:56
34602,TSAI Xiao-Qing,TPE,CHINESE TAIPEI,Right,21,https://fie.org/athletes/34602,13/05/2021 21:29
42285,ADLER Polly,USA,USA,Left,20,https://fie.org/athletes/42285,13/05/2021 21:24
38718,IBRAGIMOVA Elina,RUS,RUSSIA,Left,23,https://fie.org/athletes/38718,13/05/2021 21:49
38724,MAMAEVA Natalya,RUS,RUSSIA,Right,23,https://fie.org/athletes/38724,13/05/2021 21:49
38726,VOGEL Ainhoa,GER,GERMANY,Left,19,https://fie.org/athletes/38726,13/05/2021 21:49
32585,GUILLAUME Meredith,FRA,FRANCE,Right,24,https://fie.org/athletes/32585,13/05/2021 21:57
38731,HARDIE Heloise,GBR,GREAT BRITAIN,Right,20,https://fie.org/athletes/38731,13/05/2021 21:49
32077,WERNER Sophia,GER,GERMANY,Right,21,https://fie.org/athletes/32077,13/05/2021 21:55
35663,ROWLAND Jade,GBR,GREAT BRITAIN,Right,22,https://fie.org/athletes/35663,13/05/2021 21:35
41806,JADERLING Miranda,SWE,SWEDEN,Right,21,https://fie.org/athletes/41806,13/05/2021 21:22
40284,WISOKY Weronika,POL,POLAND,Right,20,https://fie.org/athletes/40284,13/05/2021 21:55
42335,MARONET Andea,BEL,BELGIUM,Right,20,https://fie.org/athletes/42335,13/05/2021 21:24
42347,WENZKE Tina,GER,GERMANY,Left,22,https://fie.org/athletes/42347,13/05/2021 21:24
42348,SCHNABEL Hanna,GER,GERMANY,Right,20,https://fie.org/athletes/42348,13/05/2021 21:24
42359,SCHNEEGANS Anne Sophie,GER,GERMANY,Right,20,https://fie.org/athletes/42359,13/05/2021 21:24
42360,BIEDERMANN Juliane,GER,GERMANY,Left,21,https://fie.org/athletes/42360,13/05/2021 21:24
41857,WELTZIEN Theresa,GER,GERMANY,Right,23,https://fie.org/athletes/41857,13/05/2021 21:22
22401,HERNANDEZ Alely,MEX,MEXICO,Right,30,https://fie.org/athletes/22401,13/05/2021 21:49
41870,PETRIGNANI Alessandra,ITA,ITALY,Left,22,https://fie.org/athletes/41870,13/05/2021 21:22
1424,CARBONE Alejandra-A.,ARG,ARGENTINA,Right,45,https://fie.org/athletes/1424,13/05/2021 21:24
32658,CASTANIE Rozene,FRA,FRANCE,Right,23,https://fie.org/athletes/32658,13/05/2021 21:57
29695,PARTRIDGE Morgan,USA,USA,Right,23,https://fie.org/athletes/29695,13/05/2021 21:46
34204,WOJTALUK Julia,POL,POLAND,Right,22,https://fie.org/athletes/34204,13/05/2021 21:24
36764,OKUMUS Busra,TUR,TURKEY,Right,20,https://fie.org/athletes/36764,13/05/2021 21:41
40357,UDOVICHENKO Anna,RUS,RUSSIA,Left,20,https://fie.org/athletes/40357,13/05/2021 21:55
34734,MORENO VALIENTE Daylen Cristina,CUB,CUBA,Left,25,https://fie.org/athletes/34734,13/05/2021 21:30
42417,ZIEGON Laura,GER,GERMANY,Right,23,https://fie.org/athletes/42417,13/05/2021 21:24
42418,BRUNETS Sophie Irene,GER,GERMANY,Right,19,https://fie.org/athletes/42418,13/05/2021 21:24
42419,PHILIPP Angelina,GER,GERMANY,Right,18,https://fie.org/athletes/42419,13/05/2021 21:24
36795,PIMOUGUET Emma,FRA,FRANCE,Right,22,https://fie.org/athletes/36795,13/05/2021 21:41
30140,CHRZANOWSKA Julia,POL,POLAND,Right,23,https://fie.org/athletes/30140,13/05/2021 21:48
32192,FRACKOWIAK Aleksandra,POL,POLAND,Right,23,https://fie.org/athletes/32192,13/05/2021 21:55
32193,FRACKOWIAK Adrianna,POL,POLAND,Right,23,https://fie.org/athletes/32193,13/05/2021 21:55
39377,BERTOLA Lara,ITA,ITALY,Right,20,https://fie.org/athletes/39377,13/05/2021 21:52
33747,HOHENADEL Leilani,GER,GERMANY,Right,23,https://fie.org/athletes/33747,13/05/2021 21:23
31699,SPLIT Marcella,NED,NETHERLANDS,Right,23,https://fie.org/athletes/31699,13/05/2021 21:53
36821,CAULFIELD Jane,CAN,CANADA,Right,20,https://fie.org/athletes/36821,13/05/2021 21:41
12248,ALICEA Pilar Cecilia Martina,PUR,PUERTO RICO,Right,34,https://fie.org/athletes/12248,13/05/2021 21:41
38875,CSEFALVAYOVA Karolina,SVK,SLOVAKIA,Right,21,https://fie.org/athletes/38875,13/05/2021 21:50
40946,PRUSOVA Kristyna,CZE,CZECH REPUBLIC,Right,22,https://fie.org/athletes/40946,13/05/2021 21:57
32248,BORELLA Claudia,ITA,ITALY,Right,23,https://fie.org/athletes/32248,13/05/2021 21:55
41980,DU Katie,CAN,CANADA,Right,21,https://fie.org/athletes/41980,13/05/2021 21:23
47111,MORGUN Nadiia,UKR,UKRAINE,Right,18,https://fie.org/athletes/47111,13/05/2021 21:50
43032,DIAZ MARTINEZ Sofia,COL,COLOMBIA,Right,20,https://fie.org/athletes/43032,13/05/2021 21:31
49187,AYARI Yasmine,TUN,TUNISIA,Right,18,https://fie.org/athletes/49187,13/05/2021 21:19
34851,NEHAISI Hilit,ISR,ISRAEL,Right,22,https://fie.org/athletes/34851,13/05/2021 21:31
49189,HEISKARI Vilhelmiina,FIN,FINLAND,Right,18,https://fie.org/athletes/49189,13/05/2021 21:19
43047,LEZINSKA Lisa,FRA,FRANCE,Right,19,https://fie.org/athletes/43047,13/05/2021 21:31
51256,SANTOS Annika Beatrice,PHI,PHILIPPINES,Right,18,https://fie.org/athletes/51256,13/05/2021 21:31
43073,LUONG Paige,USA,USA,Right,19,https://fie.org/athletes/43073,13/05/2021 21:31
45123,HENKE Anja,NED,NETHERLANDS,Right,53,https://fie.org/athletes/45123,13/05/2021 21:42
