competition_ID,season,name,category,country,start_date,end_date,weapon,gender,timezone,url,unique_ID,missing_results_flag
771,2020,Championnats Asiatiques juniors,Junior,JORDAN,01/03/2020,01/03/2020,Foil,Womens,Asia/Amman,https://fie.org/competitions/2020/771,2020-771,
444,2018,Coupe du Monde,Junior,CUBA,16/12/2017,16/12/2017,Foil,Womens,America/Havana,https://fie.org/competitions/2018/444,2018-444,
37,2019,Coupe du Monde,Junior,CUBA,15/12/2018,15/12/2018,Foil,Womens,America/Havana,https://fie.org/competitions/2019/37,2019-37,
457,2018,Grand Prix,Senior,CHINA,18/05/2018,20/05/2018,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2018/457,2018-457,
1111,2015,Championnats Panaméricains Cadets,Cadet,CANADA,02/02/2015,08/02/2015,Foil,Womens,America/Toronto,https://fie.org/competitions/2015/1111,2015-1111,
457,2015,Grand Prix,Senior,CHINA,15/05/2015,16/05/2015,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2015/457,2015-457,
33,2020,Coupe du Monde,Junior,GUATEMALA,16/11/2019,16/11/2019,Foil,Womens,America/Guatemala,https://fie.org/competitions/2020/33,2020-33,
586,2017,Championnats d'Afrique,Senior,EGYPT,10/06/2017,10/06/2017,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2017/586,2017-586,
351,2018,Championnats d’Europe juniors,Junior,RUSSIA,08/03/2018,08/03/2018,Foil,Womens,Europe/Moscow,https://fie.org/competitions/2018/351,2018-351,
125,2015,Coupe du Monde,Senior,MEXICO,17/10/2014,18/10/2014,Foil,Womens,America/Cancun,https://fie.org/competitions/2015/125,2015-125,
397,2018,Memorial de Martinengo Tournoi,Senior,SLOVAKIA,18/11/2017,19/11/2017,Foil,Womens,Europe/Bratislava,https://fie.org/competitions/2018/397,2018-397,
898,2020,Coupe du Monde,Junior,GREAT BRITAIN,02/11/2019,02/11/2019,Foil,Womens,Europe/London,https://fie.org/competitions/2020/898,2020-898,
397,2016,Tournoi satellite,Senior,MEXICO,13/10/2015,14/10/2015,Foil,Womens,America/Cancun,https://fie.org/competitions/2016/397,2016-397,
1299,2017,Championnats d'Afrique,Cadet,COTE D'IVOIRE,07/03/2017,07/03/2017,Foil,Womens,Africa/Abidjan,https://fie.org/competitions/2017/1299,2017-1299,
586,2015,Championnats d'Afrique,Senior,EGYPT,14/06/2015,14/06/2015,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2015/586,2015-586,
121,2015,Grand Prix,Senior,CUBA,13/03/2015,14/03/2015,Foil,Womens,America/Havana,https://fie.org/competitions/2015/121,2015-121,
129,2018,Coupe du Monde de fleuret d'Alger by Ooredoo,Senior,ALGERIA,02/02/2018,03/02/2018,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2018/129,2018-129,
1014,2016,Championnats asiatiques,Senior,CHINA,13/04/2016,18/04/2016,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2016/1014,2016-1014,
1391,2020,Tournoi Satellite,Senior,UZBEKISTAN,06/09/2019,06/09/2019,Foil,Womens,Asia/Tashkent,https://fie.org/competitions/2020/1391,2020-1391,
37,2020,Coupe du Monde,Junior,ITALY,05/01/2020,05/01/2020,Foil,Womens,Europe/Rome,https://fie.org/competitions/2020/37,2020-37,
351,2020,Championnats d’Europe juniors,Junior,CROATIA,29/02/2020,29/02/2020,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2020/351,2020-351,
812,2020,Championnats Panaméricains Juniors,Junior,EL SALVADOR,25/02/2020,25/02/2020,Foil,Womens,America/El_Salvador,https://fie.org/competitions/2020/812,2020-812,
35,2020,Coupe du Monde,Junior,AUSTRIA,15/02/2020,15/02/2020,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2020/35,2020-35,
39,2020,Coupe du Monde,Junior,GERMANY,01/02/2020,01/02/2020,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2020/39,2020-39,
42,2020,Coupe du Monde,Junior,USA,25/01/2020,25/01/2020,Foil,Womens,America/Phoenix,https://fie.org/competitions/2020/42,2020-42,
444,2020,Coupe du Monde,Junior,CROATIA,18/01/2020,18/01/2020,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2020/444,2020-444,
771,2019,Championnats Asiatiques juniors,Junior,JORDAN,03/03/2019,03/03/2019,Foil,Womens,Asia/Amman,https://fie.org/competitions/2019/771,2019-771,
351,2019,Championnats d’Europe juniors,Junior,ITALY,01/03/2019,01/03/2019,Foil,Womens,Europe/Rome,https://fie.org/competitions/2019/351,2019-351,
812,2019,Championnats Panaméricains Juniors,Junior,COLOMBIA,26/02/2019,26/02/2019,Foil,Womens,America/Bogota,https://fie.org/competitions/2019/812,2019-812,
857,2019,Championnats d'Afrique juniors,Junior,ALGERIA,20/02/2019,20/02/2019,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2019/857,2019-857,
35,2019,Coupe du Monde,Junior,AUSTRIA,16/02/2019,16/02/2019,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2019/35,2019-35,
39,2019,Coupe du Monde,Junior,GERMANY,02/02/2019,02/02/2019,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2019/39,2019-39,
42,2019,Coupe du Monde,Junior,CROATIA,19/01/2019,19/01/2019,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2019/42,2019-42,
444,2019,Coupe du Monde,Junior,ITALY,05/01/2019,06/01/2019,Foil,Womens,Europe/Rome,https://fie.org/competitions/2019/444,2019-444,
33,2019,Coupe du Monde,Junior,GUATEMALA,17/11/2018,18/11/2018,Foil,Womens,America/Guatemala,https://fie.org/competitions/2019/33,2019-33,
898,2019,Coupe du Monde,Junior,GREAT BRITAIN,03/11/2018,04/11/2018,Foil,Womens,Europe/London,https://fie.org/competitions/2019/898,2019-898,
225,2018,Championnats du monde juniors-cadets,Junior,ITALY,07/04/2018,07/04/2018,Foil,Womens,Europe/Rome,https://fie.org/competitions/2018/225,2018-225,
812,2018,Championnats Panaméricains Juniors,Junior,COSTA RICA,08/03/2018,08/03/2018,Foil,Womens,America/Costa_Rica,https://fie.org/competitions/2018/812,2018-812,
857,2018,Championnats d'Afrique juniors,Junior,NIGERIA,03/03/2018,03/03/2018,Foil,Womens,Africa/Lagos,https://fie.org/competitions/2018/857,2018-857,
771,2018,Championnats Asiatiques juniors,Junior,UNITED ARAB EMIRATES,28/02/2018,28/02/2018,Foil,Womens,Asia/Dubai,https://fie.org/competitions/2018/771,2018-771,
35,2018,Coupe du Monde,Junior,AUSTRIA,17/02/2018,17/02/2018,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2018/35,2018-35,
39,2018,Coupe du Monde,Junior,CROATIA,27/01/2018,27/01/2018,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2018/39,2018-39,
42,2018,Coupe du Monde,Junior,ITALY,06/01/2018,06/01/2018,Foil,Womens,Europe/Rome,https://fie.org/competitions/2018/42,2018-42,
37,2018,Coupe du Monde,Junior,GUATEMALA,18/11/2017,19/11/2017,Foil,Womens,America/Guatemala,https://fie.org/competitions/2018/37,2018-37,
41,2018,Tournoi international,Junior,GERMANY,28/10/2017,28/10/2017,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2018/41,2018-41,
33,2018,Coupe du Monde,Junior,ROMANIA,07/10/2017,07/10/2017,Foil,Womens,Europe/Bucharest,https://fie.org/competitions/2018/33,2018-33,
898,2018,Coupe du Monde,Junior,GREAT BRITAIN,16/09/2017,16/09/2017,Foil,Womens,Europe/London,https://fie.org/competitions/2018/898,2018-898,
225,2017,Championnats du monde juniors-cadets,Junior,BULGARIA,07/04/2017,07/04/2017,Foil,Womens,Europe/Sofia,https://fie.org/competitions/2017/225,2017-225,
857,2017,Championnats d'Afrique,Junior,COTE D'IVOIRE,09/03/2017,09/03/2017,Foil,Womens,Africa/Abidjan,https://fie.org/competitions/2017/857,2017-857,
771,2017,Championnats asiatiques juniors,Junior,THAILAND,03/03/2017,03/03/2017,Foil,Womens,Asia/Bangkok,https://fie.org/competitions/2017/771,2017-771,
39,2017,Coupe du Monde,Junior,AUSTRIA,28/01/2017,28/01/2017,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2017/39,2017-39,
42,2017,Coupe du Monde,Junior,CROATIA,07/01/2017,07/01/2017,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2017/42,2017-42,
444,2017,Coupe du Monde,Junior,FRANCE,17/12/2016,17/12/2016,Foil,Womens,Europe/Paris,https://fie.org/competitions/2017/444,2017-444,
33,2017,Coupe du Monde,Junior,ROMANIA,08/10/2016,08/10/2016,Foil,Womens,Europe/Bucharest,https://fie.org/competitions/2017/33,2017-33,
898,2017,Coupe du Monde,Junior,HUNGARY,17/09/2016,17/09/2016,Foil,Womens,Europe/Budapest,https://fie.org/competitions/2017/898,2017-898,
225,2016,Championnats du monde juniors-cadets,Junior,FRANCE,05/04/2016,05/04/2016,Foil,Womens,Europe/Paris,https://fie.org/competitions/2016/225,2016-225,
351,2016,Championnats d’Europe juniors,Junior,SERBIA,29/02/2016,09/03/2016,Foil,Womens,Europe/Belgrade,https://fie.org/competitions/2016/351,2016-351,
771,2016,Championnats asiatiques juniors,Junior,BAHRAIN,28/02/2016,28/02/2016,Foil,Womens,Asia/Riyadh,https://fie.org/competitions/2016/771,2016-771,
35,2016,Coupe du Monde,Junior,SERBIA,13/02/2016,13/02/2016,Foil,Womens,Europe/Belgrade,https://fie.org/competitions/2016/35,2016-35,
